advertiser_id,party_all_clf
AR11105507657505570817,REP
AR11106743714733621249,DEM
AR11114280866942025729,REP
AR11114514856760311809,DEM
AR11118435921383391233,REP
AR11118539344195878913,DEM
AR11120209227480563713,DEM
AR11122042113364066305,DEM
AR11123697084522299393,REP
AR11124366480945184769,DEM
AR11126827187968147457,REP
AR11129351872823951361,DEM
AR11138242592565624833,REP
AR11151388078709407745,DEM
AR11155891678336778241,REP
AR11164913927156924417,DEM
AR11177878268760031233,REP
AR11178774989211959297,REP
AR11186118558654398465,DEM
AR11202418887255654401,REP
AR11205328676059086849,REP
AR11205959039819186177,DEM
AR11209934873865224193,DEM
AR11210147285767815169,DEM
AR11210652305202348033,REP
AR11212995570639568897,REP
AR11221910960673390593,DEM
AR11227949272374706177,REP
AR11230165887816302593,DEM
AR11236956471629447169,DEM
AR11240242018531672065,DEM
AR11245219576390090753,DEM
AR11247976533077262337,REP
AR11251284963565240321,REP
AR11252186837977923585,REP
AR11256986481111072769,REP
AR11257580767145885697,DEM
AR11261726269579984897,DEM
AR11265849987939958785,DEM
AR11267721081852526593,REP
AR11271098781573054465,DEM
AR11273236713213788161,REP
AR11281926428486008833,REP
AR11284732382160093185,REP
AR11286496067530522625,DEM
AR11300351013552128001,DEM
AR11300724297749757953,DEM
AR11301279001365970945,REP
AR11304962365319020545,DEM
AR11306739382267936769,REP
AR11308169640737243137,DEM
AR11318021264922116097,REP
AR11319011924898742273,REP
AR11333783863617912833,DEM
AR11335275076263084033,DEM
AR11339378178780037121,REP
AR11339778675890454529,REP
AR11340539263058968577,DEM
AR11344008428403032065,REP
AR11344282275517825025,REP
AR11348385378034778113,REP
AR11349546462313709569,REP
AR11354050061941080065,DEM
AR11355043951733112833,REP
AR11357793074399936513,REP
AR11361029967912632321,DEM
AR11362296674027307009,DEM
AR11367560860823191553,DEM
AR11376933372816261121,REP
AR11381071659705303041,REP
AR11384730834402541569,DEM
AR11394582458587414529,DEM
AR11394772330501636097,REP
AR11394909013540864001,REP
AR11396908681594404865,DEM
AR11398106393354436609,DEM
AR11404589320070234113,DEM
AR11406699282883936257,REP
AR11417100456724267009,DEM
AR11420691667859013633,DEM
AR11421792278998417409,DEM
AR11422463874444558337,REP
AR11425871467137466369,DEM
AR11426107655979008001,DEM
AR11431582124373704705,REP
AR11433939683462086657,REP
AR11441574692205363201,DEM
AR11442355345461084161,DEM
AR11446901619883507713,DEM
AR11447464569836929025,REP
AR11450496129553137665,DEM
AR11451242766667874305,REP
AR11453129253743230977,REP
AR11456309316248666113,DEM
AR11459884653184286721,REP
AR11462136452997971969,DEM
AR11469525927050870785,REP
AR11470383065084198913,REP
AR11474802826949951489,DEM
AR11475647251880083457,REP
AR11479369648495919105,REP
AR11479390264338939905,REP
AR11480150851507453953,REP
AR11484249281099988993,DEM
AR11489158050762194945,REP
AR11493251738710835201,DEM
AR11503501386104963073,DEM
AR11503938991732817921,DEM
AR11508270861387825153,REP
AR11511676048899047425,REP
AR11513903865615351809,DEM
AR11516044408596201473,DEM
AR11517997347405561857,DEM
AR11523216179346800641,REP
AR11525186847781158913,REP
AR11528994662706577409,REP
AR11531024155013021697,DEM
AR11531942247222214657,DEM
AR11534194047035899905,DEM
AR11537853221733138433,REP
AR11541293043860635649,DEM
AR11544281516464930817,DEM
AR11549121772808830977,DEM
AR11549956645731696641,DEM
AR11550362571680776193,DEM
AR11556375594614652929,DEM
AR11556712045172752385,DEM
AR11560353558964469761,DEM
AR11563859626667540481,DEM
AR11564874819497361409,DEM
AR11567347896026136577,REP
AR11567971044241178625,DEM
AR11570222844054863873,REP
AR11573532580212899841,REP
AR11585985442750660609,DEM
AR11587476655395831809,REP
AR11588992813211058177,REP
AR11591767980559564801,DEM
AR11597263339675189249,REP
AR11600903616516325377,REP
AR11601748041446457345,DEM
AR11603999841260142593,DEM
AR11605090556794896385,REP
AR11605420616441659393,DEM
AR11609995134569021441,REP
AR11610704594446843905,DEM
AR11612165020766437377,REP
AR11614791204289380353,REP
AR11615258840328568833,DEM
AR11615650472626487297,REP
AR11618460549469175809,DEM
AR11621052923009564673,DEM
AR11633273238838050817,REP
AR11640028638279106561,REP
AR11642280438092791809,DEM
AR11644596765495132161,DEM
AR11646930272766656513,DEM
AR11650119955998834689,REP
AR11654946812044771329,DEM
AR11655793642156589057,DEM
AR11663264067753082881,DEM
AR11663525407923109889,DEM
AR11669831656864219137,REP
AR11673889473246003201,DEM
AR11676057435298070529,DEM
AR11684304047384297473,DEM
AR11690402969664094209,REP
AR11698633157795381249,DEM
AR11699798296523440129,DEM
AR11700066646080094209,REP
AR11700827233248608257,DEM
AR11705330832875978753,DEM
AR11706306855604060161,REP
AR11711283794987188225,DEM
AR11717680547479158785,REP
AR11718469996827901953,DEM
AR11724294316078661633,DEM
AR11725868816729636865,DEM
AR11727004406082699265,DEM
AR11727734138206158849,DEM
AR11727848831012831233,REP
AR11736856030267572225,REP
AR11748115029335998465,REP
AR11755235741515382785,REP
AR11755820063226068993,DEM
AR11763033203101663233,REP
AR11767267628538658817,DEM
AR11776064889791971329,REP
AR11776627839745392641,REP
AR11777388426913906689,DEM
AR11780304537909198849,REP
AR11780741387622809601,DEM
AR11784143826354962433,DEM
AR11789175191563665409,REP
AR11794642238254874625,DEM
AR11799062000120627201,DEM
AR11809278937043828737,REP
AR11812437559072522241,DEM
AR11813417223932870657,DEM
AR11822424423187611649,DEM
AR11826928022814982145,DEM
AR11836696633871958017,DEM
AR11838187021883408385,DEM
AR11840438821697093633,REP
AR11844181834155950081,DEM
AR11846433633969635329,REP
AR11849446020951834625,REP
AR11854325103800090625,DEM
AR11856201420392890369,DEM
AR11860141726469455873,DEM
AR11862956819833946113,DEM
AR11881398928366632961,REP
AR11884714230802284545,REP
AR11885474817970798593,REP
AR11890343730336497665,REP
AR11892277702570278913,REP
AR11893301141737308161,REP
AR11894482017225539585,DEM
AR11905426212371038209,REP
AR11910244615921336321,DEM
AR11914268484881612801,REP
AR11920342530710831105,DEM
AR11921503614989762561,DEM
AR11922936484799184897,DEM
AR11923223457334034433,DEM
AR11926007214617133057,DEM
AR11928259014430818305,REP
AR11935014413871874049,REP
AR11938757426330730497,REP
AR11940787399673511937,REP
AR11943177188196483073,REP
AR11948525212753985537,DEM
AR11957178575423012865,DEM
AR11957532412008726529,DEM
AR11966539611263467521,REP
AR11967458734264811521,DEM
AR11970944804600152065,REP
AR11976135255397498881,REP
AR11980885145629491201,REP
AR11982302209959264257,REP
AR11986512446140448769,REP
AR11986649129179676673,DEM
AR11991849681740103681,DEM
AR11997220383724929025,REP
AR11999422911673794561,REP
AR12000316608468746241,DEM
AR12003644486568640513,DEM
AR12004595014370852865,DEM
AR12005952911231156225,REP
AR12017097011334479873,REP
AR12018871279504326657,DEM
AR12019926604508561409,DEM
AR12025820536589254657,DEM
AR12027025395174866945,REP
AR12030857742953480193,REP
AR12031453884414164993,REP
AR12034782449708826625,DEM
AR12035023105316356097,DEM
AR12037075687366983681,DEM
AR12040088417946566657,REP
AR12046843817387622401,DEM
AR12051724274625413121,DEM
AR12052108004183506945,REP
AR12062592878346502145,DEM
AR12064858215897104385,DEM
AR12065984115803947009,REP
AR12066252877677461505,REP
AR12070793104785932289,REP
AR12074626002320359425,REP
AR12088136801202470913,REP
AR12095528268120195073,REP
AR12101647600084582401,DEM
AR12101840220777873409,DEM
AR12102700932223991809,REP
AR12104264712636596225,REP
AR12108402999525638145,REP
AR12109838068358316033,DEM
AR12113797409729937409,REP
AR12113864273780801537,DEM
AR12126157294815674369,REP
AR12126408533222621185,REP
AR12126417398035120129,DEM
AR12131995426681257985,REP
AR12132412210307661825,REP
AR12132625240685543425,REP
AR12136613375517917185,DEM
AR12137676397103546369,DEM
AR12144431796544602113,DEM
AR12146683596358287361,REP
AR12152671536683155457,DEM
AR12154011291601600513,DEM
AR12155690795613028353,DEM
AR12159349970310266881,REP
AR12163177026689171457,DEM
AR12163413971444957185,REP
AR12163511896699305985,DEM
AR12166168591669919745,DEM
AR12169250179165192193,REP
AR12173010234054279169,REP
AR12180460593563566081,REP
AR12182584506431045633,DEM
AR12182712393377251329,DEM
AR12192647855323742209,REP
AR12203330366701830145,REP
AR12207562661835046913,DEM
AR12208431276020989953,DEM
AR12210318931327451137,DEM
AR12214171551351701505,DEM
AR12214237590768844801,DEM
AR12215482787687301121,REP
AR12218741190396215297,DEM
AR12221229385209872385,DEM
AR12223244790023585793,DEM
AR12226036862363369473,REP
AR12226313526976708609,DEM
AR12226987802482442241,DEM
AR12228276155232288769,REP
AR12229764550378913793,DEM
AR12231407564348194817,DEM
AR12237739651812556801,REP
AR12241259188533067777,DEM
AR12249421962857676801,DEM
AR12249834485876523009,DEM
AR12254769987415179265,REP
AR12262258761111961601,DEM
AR12263777186669920257,REP
AR12270532586110976001,REP
AR12283715936686440449,DEM
AR12288546984620457985,DEM
AR12291164097172471809,DEM
AR12305021517095239681,DEM
AR12305522001044307969,REP
AR12306310144722993153,DEM
AR12306840865241825281,DEM
AR12310297523641122817,REP
AR12312348318985355265,REP
AR12313316782570995713,DEM
AR12313365710838431745,DEM
AR12316127340450021377,REP
AR12329511695494938625,REP
AR12330267953336418305,DEM
AR12330567226657603585,REP
AR12331331181080477697,REP
AR12336925496242601985,DEM
AR12337224494685880321,REP
AR12339493955405086721,DEM
AR12340338380335218689,DEM
AR12349345579589959681,DEM
AR12352424143428255745,DEM
AR12352590238403526657,REP
AR12353088592048816129,DEM
AR12353819698561810433,DEM
AR12353849179217330177,DEM
AR12356444576414695425,REP
AR12360604578658385921,DEM
AR12367359978099441665,DEM
AR12370101266745917441,DEM
AR12376367177354182657,REP
AR12384613789440409601,REP
AR12396633375677349889,DEM
AR12396998688415678465,REP
AR12400423392258293761,DEM
AR12407892374745776129,DEM
AR12408420140327108609,DEM
AR12411551549443014657,REP
AR12413151545019858945,DEM
AR12417481421810040833,DEM
AR12417617005337640961,REP
AR12420642586459373569,REP
AR12420764563530579969,DEM
AR12423031825226530817,DEM
AR12424555129867337729,REP
AR12427397985900429313,DEM
AR12434913972509999105,REP
AR12440957094574686209,REP
AR12452613017340739585,REP
AR12452928371019481089,REP
AR12454470092480053249,REP
AR12456275490572861441,REP
AR12461174983105708033,DEM
AR12461935570274222081,REP
AR12466055440343498753,DEM
AR12467482812594782209,DEM
AR12475446369156333569,REP
AR12484453568411074561,DEM
AR12485431240406597633,REP
AR12485520644445831169,DEM
AR12486705368224759809,DEM
AR12497203780124672001,REP
AR12499008009986375681,REP
AR12506202114566914049,REP
AR12510423689461760001,REP
AR12510714579006783489,DEM
AR12511475166175297537,DEM
AR12513103817773940737,DEM
AR12515218178634153985,DEM
AR12519637940499906561,REP
AR12523254440402092033,DEM
AR12533216015749742593,DEM
AR12533993164312150017,DEM
AR12536610276864163841,REP
AR12536829835592335361,DEM
AR12538496763939520513,DEM
AR12538642998986014721,DEM
AR12539149873846419457,DEM
AR12539210003388563457,REP
AR12546415652841193473,REP
AR12547503963194261505,REP
AR12548995175839432705,DEM
AR12552007562821632001,REP
AR12561014762076372993,REP
AR12568135474255757313,DEM
AR12576777360772169729,DEM
AR12577152843993055233,DEM
AR12577841138272043009,REP
AR12578499402139697153,DEM
AR12579499957720973313,DEM
AR12587925858922004481,DEM
AR12592539959467966465,DEM
AR12592736772049338369,REP
AR12600386074443776001,REP
AR12603760475629420545,REP
AR12606050758350077953,DEM
AR12612806157791133697,DEM
AR12619561557232189441,REP
AR12621252606115708929,REP
AR12624677790994661377,DEM
AR12626825137203707905,REP
AR12629774920742600705,REP
AR12632311768945786881,REP
AR12639676778864967681,REP
AR12641575085690322945,DEM
AR12642079555369041921,REP
AR12647437131933810689,DEM
AR12650399010100609025,DEM
AR12650978658886877185,DEM
AR12658932869599592449,REP
AR12659618071502127105,DEM
AR12660093953878523905,DEM
AR12661501260042600449,REP
AR12662857026599124993,REP
AR12663753128575762433,REP
AR12667241329214881793,DEM
AR12667673093687214081,DEM
AR12672787815621197825,REP
AR12673832008070201345,REP
AR12678108352388005889,DEM
AR12680883725894942721,DEM
AR12684863751829061633,DEM
AR12687115551642746881,DEM
AR12695356597451358209,DEM
AR12698520785757667329,DEM
AR12699781925594726401,DEM
AR12705495262890557441,REP
AR12720892548848025601,DEM
AR12724059142336020481,REP
AR12732151547916451841,REP
AR12735206197376843777,DEM
AR12738906947357507585,DEM
AR12740855281961926657,DEM
AR12755647218048827393,REP
AR12756921345866989569,DEM
AR12762393821396860929,DEM
AR12768180344935415809,DEM
AR12768674231814717441,REP
AR12771839519632654337,DEM
AR12774569813162852353,DEM
AR12775981036337102849,REP
AR12777187544190156801,DEM
AR12780689145127239681,DEM
AR12792191686021218305,REP
AR12800262994722291713,REP
AR12803448554785865729,DEM
AR12804021675221843969,REP
AR12808465901221314561,REP
AR12816740275976142849,DEM
AR12817719940836491265,DEM
AR12822223540463861761,DEM
AR12827197937226350593,REP
AR12829481691596718081,REP
AR12834450865678974977,REP
AR12834480002737111041,REP
AR12836262104927305729,REP
AR12836634014735400961,REP
AR12849245138228084737,DEM
AR12858252337482825729,DEM
AR12858567897319997441,REP
AR12862487862431449089,DEM
AR12865007736923881473,REP
AR12867624849475895297,DEM
AR12868531671690903553,DEM
AR12870602052086005761,REP
AR12873391787963580417,REP
AR12874380248916951041,DEM
AR12876337036017008641,DEM
AR12879925910689546241,DEM
AR12893193923660349441,DEM
AR12893520547333275649,REP
AR12895615048264712193,REP
AR12896896322908454913,REP
AR12898863349210546177,DEM
AR12901036533942845441,REP
AR12905097236542652417,DEM
AR12907791933383901185,DEM
AR12908157246122229761,DEM
AR12916463437994786817,DEM
AR12920542145097498625,REP
AR12926654605114212353,DEM
AR12933969106217992193,DEM
AR12944801700933271553,REP
AR12951450791343816705,DEM
AR12962200441650675713,REP
AR12968635608330141697,DEM
AR12979849527421829121,DEM
AR12984098246509985793,REP
AR12984353127049199617,REP
AR12988012301746438145,REP
AR12990246440654602241,DEM
AR12991108526490255361,REP
AR12997103338762797057,DEM
AR12999044251663728641,DEM
AR13001194552810274817,DEM
AR13002367525558681601,DEM
AR13009122924999737345,REP
AR13013003376412065793,DEM
AR13018194651843133441,DEM
AR13018313399098933249,DEM
AR13018495436992806913,DEM
AR13037635735409131521,DEM
AR13045151722018701313,DEM
AR13051907121459757057,DEM
AR13056856229454807041,REP
AR13056978000367583233,REP
AR13060069895784366081,DEM
AR13065417920341868545,REP
AR13067472082940461057,REP
AR13069861321707618305,DEM
AR13072801690678198273,DEM
AR13073664532428095489,REP
AR13081180519037665281,DEM
AR13083862434056241153,REP
AR13087664545265090561,DEM
AR13087935918478721025,DEM
AR13091678930937577473,REP
AR13092967283687424001,REP
AR13099258895379988481,REP
AR13105915132616114177,REP
AR13105935473581228033,REP
AR13110453916615573505,DEM
AR13110993982983241729,DEM
AR13114957516242944001,REP
AR13117209316056629249,DEM
AR13119471217633394689,DEM
AR13120796129144864769,REP
AR13129711519178686465,REP
AR13132971914752425985,DEM
AR13135223714566111233,DEM
AR13141607685235408897,REP
AR13142186921704816641,DEM
AR13142820446560845825,REP
AR13145520847118663681,DEM
AR13148280621304381441,DEM
AR13149999157978595329,DEM
AR13153238113075593217,REP
AR13153968944710680577,DEM
AR13164497112144019457,DEM
AR13168156286841257985,REP
AR13170491924416561153,DEM
AR13175183815410188289,REP
AR13176846826747199489,DEM
AR13179380032818118657,REP
AR13182511510653501441,REP
AR13184504925234659329,DEM
AR13190011279466561537,REP
AR13191884022646571009,DEM
AR13196022309535612929,DEM
AR13197513522180784129,DEM
AR13198397185932132353,REP
AR13199050914314321921,DEM
AR13204774353373233153,DEM
AR13217779720503951361,REP
AR13225295707113521153,DEM
AR13241058305809317889,DEM
AR13242711971297492993,REP
AR13243960123153448961,DEM
AR13246309504624099329,REP
AR13247053118081859585,REP
AR13247429975692279809,DEM
AR13250065505064058881,DEM
AR13250430817802387457,REP
AR13254569104691429377,REP
AR13261324504132485121,REP
AR13265040647275937793,DEM
AR13272583503200911361,DEM
AR13275200615752925185,REP
AR13276242677898149889,DEM
AR13279338902641967105,DEM
AR13279704215380295681,DEM
AR13281590702455652353,DEM
AR13285455691985715201,REP
AR13290029660357263361,DEM
AR13294257076407631873,DEM
AR13296940984291033089,DEM
AR13297353301151449089,DEM
AR13301233752563777537,REP
AR13306157090755051521,DEM
AR13306940149192458241,DEM
AR13312297313440366593,DEM
AR13315367699660931073,REP
AR13315908315784413185,DEM
AR13317723059726057473,DEM
AR13320236612026630145,DEM
AR13322123099101986817,DEM
AR13323113759078612993,REP
AR13325866111560843265,REP
AR13327867703759732737,DEM
AR13328809779066306561,DEM
AR13333382098170413057,DEM
AR13333707484892758017,REP
AR13335633897984098305,DEM
AR13338976413332537345,DEM
AR13339345505642086401,DEM
AR13344641097238839297,DEM
AR13350757336826773505,DEM
AR13354999596284116993,REP
AR13355283476442513409,REP
AR13355637862784040961,REP
AR13357053140407418881,REP
AR13357725835365187585,REP
AR13362206551406804993,DEM
AR13362655495748321281,DEM
AR13366314670445559809,DEM
AR13376166294630432769,DEM
AR13379789941358198785,REP
AR13384047525258854401,REP
AR13400946194344050689,DEM
AR13403089486103969793,REP
AR13405439692208340993,REP
AR13407508973091815425,DEM
AR13414377828388962305,REP
AR13416698691276767233,REP
AR13420357865974005761,DEM
AR13423454090717822977,REP
AR13429229825298530305,DEM
AR13430209490158878721,REP
AR13434353205886582785,DEM
AR13441468489227304961,REP
AR13442428019280969729,DEM
AR13443908511687770113,REP
AR13443939641610731521,REP
AR13444085601779318785,REP
AR13449586389733605377,DEM
AR13450997063152041985,DEM
AR13452727488295731201,REP
AR13470180792277663745,DEM
AR13477497286246268929,DEM
AR13479716306869551105,REP
AR13479749086059954177,REP
AR13481418350869348353,DEM
AR13485743898332495873,DEM
AR13489696367756443649,DEM
AR13489992067664838657,DEM
AR13490289004523814913,REP
AR13491453043740246017,DEM
AR13497002897400922113,DEM
AR13501102907541422081,REP
AR13501105999917875201,REP
AR13505308333359235073,DEM
AR13505887775987073025,REP
AR13506010096655663105,REP
AR13510556508517040129,DEM
AR13513526083265232897,DEM
AR13514280004644503553,REP
AR13514598313260744705,REP
AR13515777883078918145,DEM
AR13516143195817246721,DEM
AR13520281482706288641,DEM
AR13530101427212386305,DEM
AR13530858784565493761,REP
AR13537134796936839169,REP
AR13542929223215218689,REP
AR13544113946994147329,DEM
AR13549554880284196865,DEM
AR13550227712680919041,REP
AR13552886950272172033,REP
AR13553028443674771457,DEM
AR13556310279725252609,DEM
AR13560813879352623105,DEM
AR13561453795119988737,DEM
AR13571093213560700929,DEM
AR13572987603375882241,REP
AR13573447474114199553,DEM
AR13578828277862105089,DEM
AR13582932960927023105,DEM
AR13583014874543292417,DEM
AR13583302396833955841,DEM
AR13583331877489475585,DEM
AR13585583677303160833,REP
AR13586855812256497665,REP
AR13591177992465285121,REP
AR13594005043018727425,DEM
AR13594750855499743233,REP
AR13598957586987614209,REP
AR13600106507919163393,DEM
AR13609438131823575041,DEM
AR13615608247481270273,DEM
AR13627523448833048577,REP
AR13628367873763180545,DEM
AR13632871473390551041,REP
AR13637045769285402625,DEM
AR13638344773554143233,REP
AR13639626872831606785,REP
AR13639955283210928129,DEM
AR13641196082082873345,DEM
AR13645221187993731073,DEM
AR13647107881227517953,DEM
AR13650125284731518977,REP
AR13657641271341088769,REP
AR13662959815243071489,REP
AR13663636083613630465,DEM
AR13668139683241000961,DEM
AR13673403870036885505,REP
AR13677907469664256001,DEM
AR13681998202675396609,REP
AR13683800783269658625,REP
AR13685190634686644225,REP
AR13689531781471010817,REP
AR13693260156681322497,REP
AR13693862689053343745,DEM
AR13695921868173737985,DEM
AR13700425467801108481,DEM
AR13703180019306594305,REP
AR13703272309563850753,REP
AR13719644931054632961,DEM
AR13721963801077612545,REP
AR13727498399014453249,DEM
AR13729345028793303041,REP
AR13746814413132791809,REP
AR13757085775881568257,OTHER
AR13758972262956924929,REP
AR13765727662397980673,REP
AR13765802085591285761,DEM
AR13767979462211665921,DEM
AR13772483061839036417,DEM
AR13780329176814845953,DEM
AR13782113890345156609,DEM
AR13783653687660380161,DEM
AR13785540793211027457,DEM
AR13789736873180004353,REP
AR13793117802715938817,DEM
AR13798660234673127425,DEM
AR13804008259230629889,DEM
AR13804438374435520513,DEM
AR13804998919207256065,REP
AR13807350774579068929,REP
AR13809604979574439937,DEM
AR13809977714016256001,REP
AR13813015458485370881,DEM
AR13813518210177171457,DEM
AR13817519058112741377,REP
AR13818584759757963265,DEM
AR13823294792693448705,DEM
AR13826526257367482369,REP
AR13826891570105810945,REP
AR13828024341960327169,DEM
AR13828754623839600641,REP
AR13831029856994852865,DEM
AR13835667803199242241,REP
AR13852703430201573377,DEM
AR13853195118057619457,DEM
AR13861393970107514881,DEM
AR13873814053454872577,DEM
AR13876431166006886401,DEM
AR13877476732845424641,REP
AR13877557065913729025,DEM
AR13878290371449978881,DEM
AR13881053169292673025,DEM
AR13886564265168470017,REP
AR13893319664609525761,REP
AR13894827576087543809,REP
AR13894835822424752129,DEM
AR13895352386731376641,REP
AR13899518642447450113,DEM
AR13912094650287521793,REP
AR13915604841159196673,DEM
AR13916033307096645633,DEM
AR13919269169817190401,REP
AR13919352801420378113,DEM
AR13919919324786589697,DEM
AR13925605449169633281,REP
AR13928379173409128449,DEM
AR13939116248051744769,DEM
AR13945871647492800513,REP
AR13952627046933856257,REP
AR13953982950929334273,DEM
AR13969471771229814785,DEM
AR13971112242578456577,REP
AR13975291280117202945,REP
AR13976785447699873793,REP
AR13978061156066000897,REP
AR13981900444511764481,DEM
AR13982265757250093057,REP
AR13989215495371358209,DEM
AR13992719295331696641,DEM
AR13995763018395287553,DEM
AR13996361152720797697,REP
AR13996468080226598913,DEM
AR13997663043207561217,REP
AR13997784745400860673,REP
AR13998093158412451841,REP
AR13999914843021246465,REP
AR14005827123202228225,DEM
AR14009084701277421569,REP
AR14011173842089672705,DEM
AR14011676593781473281,DEM
AR14015677441717043201,DEM
AR14017273039247376385,DEM
AR14017929241530728449,REP
AR14021453176297750529,REP
AR14023523556692852737,DEM
AR14028256954250428417,DEM
AR14029566403879632897,REP
AR14034682500203151361,DEM
AR14038195439853895681,REP
AR14043792160197705729,REP
AR14044352704969441281,REP
AR14046442051940122625,DEM
AR14052945594498940929,DEM
AR14056209838363377665,REP
AR14059418213293228033,REP
AR14061078750729076737,REP
AR14062367103478923265,REP
AR14068876212315357185,REP
AR14072900699750924289,DEM
AR14076894607019343873,REP
AR14077359150682079233,DEM
AR14077566752221298689,DEM
AR14077967249331716097,DEM
AR14078401487705210881,DEM
AR14078933445174624257,DEM
AR14082470848959086593,REP
AR14089986835568656385,DEM
AR14095981647841198081,DEM
AR14101716631772200961,DEM
AR14110477884019703809,DEM
AR14114664480700891137,DEM
AR14114756633519194113,REP
AR14118961097264332801,REP
AR14119260233146564609,REP
AR14120835283553353729,DEM
AR14121756330700046337,REP
AR14123017264378675201,DEM
AR14123763832773935105,REP
AR14126015632587620353,DEM
AR14127874906750189569,DEM
AR14127877311931875329,DEM
AR14128208814687649793,REP
AR14128795197982638081,DEM
AR14130480749308018689,REP
AR14130964190826856449,REP
AR14133858449028546561,REP
AR14135280873477505025,REP
AR14137471444237418497,REP
AR14140933806353285121,DEM
AR14141778231283417089,REP
AR14142717970127781889,DEM
AR14144030031097102337,DEM
AR14144781203697303553,REP
AR14146281830910787585,REP
AR14148876884510769153,REP
AR14150785430538158081,REP
AR14164933602566995969,DEM
AR14165787442065440769,REP
AR14169580688461791233,REP
AR14175378413275054081,DEM
AR14177953263348875265,REP
AR14179990864553574401,DEM
AR14182679170483486721,DEM
AR14190557240015978497,DEM
AR14195905264573480961,DEM
AR14196186739550191617,REP
AR14197087995487584257,DEM
AR14197312639457034241,DEM
AR14198269695609536513,DEM
AR14201315686415859713,REP
AR14214270888328560641,REP
AR14216087625135030273,DEM
AR14219219240409366529,DEM
AR14226185539924525057,DEM
AR14227346624203456513,REP
AR14232779723473158145,DEM
AR14233146548039974913,REP
AR14236368873023602689,REP
AR14237265524756054017,DEM
AR14237344483434823681,DEM
AR14240258189248430081,DEM
AR14240797224823947265,DEM
AR14241003658132062209,DEM
AR14244600435544424449,DEM
AR14259014208350846977,REP
AR14265992533774434305,DEM
AR14267034595919659009,DEM
AR14267879020849790977,DEM
AR14269529387803082753,DEM
AR14270130820663476225,REP
AR14272382620477161473,DEM
AR14276041795174400001,DEM
AR14280066282609967105,DEM
AR14285048994429140993,REP
AR14286805120657129473,DEM
AR14288087151215116289,DEM
AR14290434058784604161,DEM
AR14291491239214710785,REP
AR14296178457283919873,DEM
AR14306498817019609089,REP
AR14307209857445396481,REP
AR14308776730234454017,REP
AR14312922713704890369,DEM
AR14313814692512923649,DEM
AR14315097753863061505,DEM
AR14315538451867369473,REP
AR14317418616750866433,DEM
AR14322832268408651777,DEM
AR14323551692610600961,DEM
AR14325956324540547073,DEM
AR14335433015260348417,REP
AR14342188414701404161,DEM
AR14344586449561583617,REP
AR14348322796231196673,REP
AR14350435026787631105,DEM
AR14352686826601316353,DEM
AR14353447413769830401,REP
AR14355283804346646529,DEM
AR14364730602094067713,REP
AR14366197625483427841,DEM
AR14370701225110798337,REP
AR14371461812279312385,REP
AR14374804327627751425,REP
AR14380469011534053377,DEM
AR14383697933587447809,REP
AR14384212023992909825,DEM
AR14391874245648973825,REP
AR14395347053125304321,DEM
AR14396283837032169473,REP
AR14407490609298276353,REP
AR14409932624623566849,DEM
AR14415956780112674817,DEM
AR14417560142943879169,DEM
AR14419840323901456385,DEM
AR14426996220452929537,REP
AR14427133659406401537,DEM
AR14428799350803005441,DEM
AR14432060296132558849,DEM
AR14432260407248814081,DEM
AR14434586630255804417,DEM
AR14439097926464569345,DEM
AR14448023005944610817,REP
AR14455577956497489921,REP
AR14457030205199351809,DEM
AR14464139097628737537,DEM
AR14475044603708833793,DEM
AR14479548203336204289,REP
AR14485417396405272577,REP
AR14486303602777260033,REP
AR14492421491632635905,REP
AR14493059002218315777,DEM
AR14504441077869576193,REP
AR14506569801100427265,DEM
AR14511073400727797761,DEM
AR14512727066215972865,DEM
AR14513982364897509377,REP
AR14514415916076236801,REP
AR14514816413186654209,DEM
AR14515577000355168257,REP
AR14520164437744156673,REP
AR14522332399796224001,DEM
AR14523260662487973889,DEM
AR14531288128162889729,DEM
AR14532389838813921281,REP
AR14534530587953201153,DEM
AR14538176018755092481,DEM
AR14547102197746761729,DEM
AR14551605797374132225,REP
AR14554350728152875009,DEM
AR14558361196815187969,DEM
AR14560612996628873217,DEM
AR14560981539182608385,DEM
AR14562729556512342017,REP
AR14562957705175105537,REP
AR14565116596256243713,DEM
AR14571501666437169153,REP
AR14574651561092317185,REP
AR14576375595324669953,DEM
AR14578432987738669057,DEM
AR14582370407597211649,DEM
AR14588906729346433025,DEM
AR14593640676659822593,REP
AR14594058697236807681,DEM
AR14594241010008588289,REP
AR14594389993834151937,DEM
AR14595881206479323137,DEM
AR14597007106386165761,DEM
AR14605648992902578177,DEM
AR14614656192157319169,DEM
AR14623663391412060161,DEM
AR14627322566109298689,DEM
AR14640917202753028097,DEM
AR14645100569618808833,DEM
AR14653133257973956609,REP
AR14653382297357647873,DEM
AR14654027504524722177,DEM
AR14664698539750195201,DEM
AR14666447587872079873,DEM
AR14668699387685765121,DEM
AR14671478953080782849,REP
AR14677534719529189377,REP
AR14685209310691065857,REP
AR14686410870741794817,REP
AR14686713786195247105,DEM
AR14687073876253343745,REP
AR14688930401636843521,REP
AR14695720985449988097,REP
AR14702476384891043841,DEM
AR14702979136582844417,REP
AR14704707156544847873,DEM
AR14704728184704729089,DEM
AR14704918056618950657,REP
AR14709234533111169025,REP
AR14713735383959470081,DEM
AR14718657347761209345,REP
AR14720490783400525825,REP
